年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2023,5,19,16,16,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,43,,,,,C03,,,1,,1,,,43,,1,22,,C03,120.6885,24.180343,4
2023,5,19,16,16,臺中市,大里區,0,1,0,6,1,5,50,14,7,1,4,4,5,7,4,4,9,5,4,2,18,23,2,9,1,1,C03,7,11,1,10,2,14,,23,23,1,22,9,C03,120.692207,24.117557,2
2023,5,19,16,17,臺中市,北區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.679319,24.163351,3
2023,5,19,16,17,臺中市,西屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,6,3,10,3,4,B03,7,6,1,8,2,2,,6,6,1,22,8,B03,120.635968,24.182036,2
2023,5,19,16,19,臺中市,北區,0,2,0,6,1,5,50,14,9,1,4,4,5,7,4,4,5,5,5,2,18,42,2,9,1,1,C03,7,1,1,10,2,14,,42,42,1,19,5,C03,120.671122,24.171946,2
2023,5,19,16,19,臺中市,南屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,17,,1,5,,B03,120.650575,24.14012,3
2023,5,19,16,19,臺中市,烏日區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,1,5,5,1,18,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,21,8,C03,120.642151,24.109136,2
2023,5,19,16,21,臺中市,西屯區,0,2,0,6,1,5,50,4,1,1,4,4,5,7,2,1,5,4,4,1,17,8,3,10,1,1,B03,7,5,1,8,2,8,,8,8,1,1,9,B03,120.65777,24.15806,2
2023,5,19,16,29,臺中市,太平區,0,2,0,6,1,5,30,4,2,1,4,4,5,7,4,4,10,5,5,2,16,5,2,7,1,1,C03,7,9,1,10,2,12,,5,5,1,22,8,C03,120.722252,24.151911,2
2023,5,19,16,30,臺中市,大肚區,0,1,0,6,2,5,50,11,9,1,4,4,5,7,4,4,4,5,5,1,18,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,1,C03,120.556884,24.160566,2
2023,5,19,16,30,臺中市,豐原區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,F01,,,1,,2,,,23,,1,15,,F01,120.73268,24.259341,3
2023,5,19,16,31,臺中市,東區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B12,7,6,1,8,2,5,,6,6,1,21,8,B12,120.700082,24.132455,2
2023,5,19,16,31,臺中市,大肚區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,4,,B03,120.54616,24.148101,3
2023,5,19,16,40,臺中市,神岡區,0,1,0,6,1,5,30,11,9,1,4,4,5,7,4,4,10,5,5,2,11,14,2,7,1,4,C03,7,6,1,10,2,14,,14,14,1,22,9,C03,120.710005,24.2644,2
2023,5,19,16,41,臺中市,西區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,9,3,10,1,1,B03,7,6,1,8,2,2,,9,9,1,4,8,B03,120.665287,24.150867,2
2023,5,19,16,41,臺中市,東區,0,0,0,6,,,80,,,,,,,,,,,,,,,16,,,,,B12,,,1,,2,,,16,,1,21,,B12,120.710269,24.13989,3
2023,5,19,16,41,臺中市,北屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,8,,25,25,1,20,8,B03,120.659188,24.184863,2
2023,5,19,16,43,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,10,,,,,B03,,,1,,2,,,10,,1,22,,B03,120.667119,24.187176,3
2023,5,19,16,44,臺中市,大里區,0,0,0,6,,,80,,,,,,,,,,,,,,,43,,,,,B12,,,1,,2,,,43,,1,22,,B12,120.690704,24.098029,3
2023,5,19,16,45,臺中市,西區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,21,8,C03,120.668198,24.149549,2
2023,5,19,16,46,臺中市,太平區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,5,4,5,1,9,60,3,10,1,1,H03,8,20,8,20,11,16,,60,60,1,21,8,H03,120.717497,24.123763,2
2023,5,19,16,46,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,16,6,3,10,1,1,B03,7,11,1,8,2,6,,6,6,1,21,8,B03,120.701335,24.148035,2
2023,5,19,16,47,臺中市,南屯區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B01,7,6,1,4,2,2,,6,6,1,5,8,B01,120.637279,24.147006,2
2023,5,19,16,49,臺中市,龍井區,0,0,0,6,,,40,,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,16,,1,12,,C03,120.515336,24.198621,3
2023,5,19,16,50,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,1,,,23,,1,4,,C03,120.621635,24.174316,3
2023,5,19,16,51,臺中市,沙鹿區,0,2,0,7,1,5,50,14,9,1,4,4,5,7,4,4,5,5,5,2,17,42,2,8,1,1,C03,7,9,3,18,2,15,,42,42,1,21,8,C03,120.574193,24.22849,2
2023,5,19,16,53,臺中市,西屯區,0,1,0,6,1,5,50,3,2,1,4,4,5,7,4,4,1,4,1,2,17,43,2,9,1,1,C03,7,9,1,10,1,14,,43,43,1,22,8,C03,120.635941,24.182195,2
2023,5,19,16,55,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.620326,24.183926,3
2023,5,19,16,57,臺中市,北區,0,1,0,6,2,5,50,3,1,1,4,4,5,7,1,1,10,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.672726,24.168779,2
2023,5,19,16,57,臺中市,霧峰區,0,1,0,6,1,5,40,4,1,1,4,4,5,7,1,1,10,5,5,1,17,6,3,10,1,1,B12,7,5,1,8,2,15,,6,6,1,22,9,B12,120.69006,24.066013,2
2023,5,19,16,59,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,21,,B03,120.695468,24.165249,3
2023,5,19,16,59,臺中市,大里區,0,0,0,6,,,60,,,,,,,,,,,,,,,12,,,,,B12,,,1,,2,,,12,,1,22,,B12,120.685363,24.103025,3
2023,5,19,16,59,臺中市,大里區,0,0,0,6,,,50,,,,,,,,,,,,,,,12,,,,,B12,,,1,,2,,,12,,1,22,,B12,120.667602,24.097279,3
2023,5,19,17,1,臺中市,大里區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,4,4,1,16,26,3,10,3,4,C03,7,11,6,18,2,11,,26,26,1,22,9,C03,120.685838,24.11525,2
2023,5,19,17,2,臺中市,大雅區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,17,6,2,7,1,1,C03,7,5,1,10,2,13,,6,6,1,21,8,C03,120.649128,24.224972,2
2023,5,19,17,2,臺中市,北區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,2,1,1,4,4,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,,6,6,1,22,8,B03,120.675469,24.160437,2
2023,5,19,17,2,臺中市,烏日區,0,0,0,8,1,5,50,4,2,1,5,4,5,7,2,1,1,4,5,1,13,23,3,10,3,4,B03,7,9,1,8,2,1,,23,23,1,21,1,B03,120.641762,24.10896,3
2023,5,19,17,4,臺中市,大雅區,0,1,0,7,1,5,50,4,1,1,4,4,5,7,1,1,9,4,5,1,17,25,3,10,1,1,B03,7,9,1,8,2,8,,25,25,1,22,9,B03,120.652485,24.226912,2
2023,5,19,17,4,臺中市,豐原區,0,2,0,7,1,5,50,14,9,1,4,4,5,7,4,4,4,3,5,1,16,19,3,10,1,1,C03,7,1,1,10,2,11,,19,19,1,22,8,C03,120.721907,24.272242,2
2023,5,19,17,5,臺中市,北區,0,1,0,7,1,5,50,3,2,1,5,4,5,7,2,1,5,4,4,1,16,8,3,10,3,4,B03,7,5,1,8,2,2,,8,8,1,22,9,B03,120.68367,24.159075,2
2023,5,19,17,5,臺中市,西屯區,0,1,0,7,1,5,50,5,1,1,4,4,5,7,1,1,10,5,5,2,16,8,3,10,3,4,B03,7,5,1,8,2,8,,8,8,1,22,8,B03,120.584375,24.173109,2
2023,5,19,17,5,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,23,3,10,1,1,C03,7,9,1,10,1,12,,23,23,1,4,8,C03,120.615441,24.18911,2
2023,5,19,17,5,臺中市,太平區,0,1,0,1,1,5,30,14,9,1,4,4,5,7,4,4,5,5,5,2,16,19,3,10,1,1,B03,7,9,1,8,2,4,,23,19,1,22,8,B03,120.725229,24.134265,2
2023,5,19,17,6,臺中市,東區,0,0,0,6,1,5,80,14,7,1,4,4,5,7,4,4,1,4,5,2,13,16,3,10,1,1,B12,7,9,1,8,2,8,,16,16,1,5,8,B12,120.708419,24.134347,3
2023,5,19,17,6,臺中市,東區,0,0,0,6,3,5,80,14,7,1,5,4,5,7,4,4,1,4,5,2,13,16,,,,,B12,,,1,,2,,,16,,1,5,,B12,120.708419,24.134347,3
2023,5,19,17,7,臺中市,西屯區,0,1,0,6,1,5,50,4,2,1,4,4,5,7,1,1,5,5,4,1,12,7,3,10,1,1,B01,7,8,1,4,2,5,,7,7,1,1,9,B01,120.63882,24.172066,2
2023,5,19,17,7,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.65384,24.198648,3
2023,5,19,17,10,臺中市,沙鹿區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,,,,,B12,,,1,,1,,,17,,1,4,,B12,120.571912,24.236759,3
2023,5,19,17,13,臺中市,大里區,0,0,0,6,1,2,70,14,9,1,4,4,5,7,4,4,1,3,5,1,17,42,,,,,B03,,,1,,2,,,42,,1,22,,B03,120.66438,24.092703,3
2023,5,19,17,14,臺中市,西區,0,1,0,6,2,5,30,4,2,1,4,4,5,7,4,4,9,5,5,2,16,40,3,10,1,1,B03,7,14,1,8,2,4,,40,40,1,22,8,B03,120.658907,24.137235,2
2023,5,19,17,15,臺中市,龍井區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,12,,B12,120.512735,24.227095,3
2023,5,19,17,16,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,A11,,,1,,1,,,23,,1,4,,A11,120.634701,24.176686,3
2023,5,19,17,16,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,4,,B03,120.609599,24.184409,3
2023,5,19,17,18,臺中市,北屯區,0,2,0,7,1,5,30,5,2,1,4,4,5,7,4,4,10,5,5,2,16,23,2,9,1,1,C03,7,6,1,10,4,12,,44,23,1,22,8,C03,120.688363,24.180095,2
2023,5,19,17,20,臺中市,南屯區,0,1,0,6,1,5,50,14,7,1,4,4,5,7,4,4,1,4,4,2,13,16,3,10,1,1,C03,7,9,1,10,9,13,,42,16,2,22,8,C03,120.620221,24.113893,2
2023,5,19,17,20,臺中市,大里區,0,0,0,6,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,9,,,44,23,1,22,,B03,120.688351,24.10885,3
2023,5,19,17,23,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,,1,22,,B03,120.659813,24.155466,3
2023,5,19,17,23,臺中市,神岡區,0,0,0,8,,,40,,,,,,,,,,,,,,,18,,,,,B03,,,1,,1,,,18,,1,22,,B03,120.681935,24.247102,3
2023,5,19,17,24,臺中市,后里區,0,0,0,7,1,5,50,14,9,1,4,4,5,7,4,4,1,3,4,1,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,4,8,B03,120.723683,24.294684,3
2023,5,19,17,25,臺中市,南區,0,0,0,,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,5,,B03,120.656736,24.11387,3
2023,5,19,17,25,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.749279,24.268637,3
2023,5,19,17,27,臺中市,豐原區,0,1,0,6,1,5,50,14,8,1,4,4,5,7,4,4,1,3,4,2,13,7,3,10,1,1,B03,7,8,1,8,2,6,,7,7,1,22,8,B03,120.759094,24.276853,2
