年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2023,5,8,7,43,臺中市,太平區,0,0,0,6,,,50,,,,,,,,,,,,,,,26,,,,,B03,,,1,,1,,,26,,1,22,,B03,120.706452,24.157744,3
2023,5,8,7,45,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,42,1,22,,B03,120.627149,24.159155,3
2023,5,8,7,47,臺中市,大甲區,0,1,0,6,1,5,50,14,7,1,4,4,5,7,4,4,5,4,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.657659,24.395613,2
2023,5,8,7,48,臺中市,沙鹿區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,,1,22,,B03,120.557489,24.218785,3
2023,5,8,7,54,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,1,,6,6,1,5,8,B03,120.634977,24.152593,2
2023,5,8,7,55,臺中市,潭子區,0,0,0,6,,,40,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,,1,22,,B03,120.703249,24.200593,3
2023,5,8,7,55,臺中市,南區,0,1,0,7,1,5,50,14,9,1,5,4,5,7,4,4,1,5,5,2,13,23,2,8,1,1,C03,7,8,1,10,2,11,,23,23,1,22,8,C03,120.669348,24.128081,2
2023,5,8,7,55,臺中市,西屯區,0,1,0,7,1,5,50,14,9,1,4,4,5,7,4,4,5,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,15,,23,23,1,22,8,C03,120.616443,24.181496,2
2023,5,8,7,55,臺中市,清水區,0,0,0,8,,,40,,,,,,,,,,,,,,,18,,,,,B12,,,1,,2,,,18,18,1,5,,B12,120.55655,24.27424,3
2023,5,8,7,56,臺中市,豐原區,0,1,0,7,1,5,30,3,2,1,4,4,5,7,4,4,10,5,5,2,15,23,3,10,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.700464,24.233311,2
2023,5,8,7,57,臺中市,沙鹿區,0,0,0,,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,,1,22,,B03,120.566191,24.202511,3
2023,5,8,7,57,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.55889,24.235769,3
2023,5,8,7,58,臺中市,東區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,8,C03,120.705863,24.1404,2
2023,5,8,7,58,臺中市,南區,0,1,0,7,1,5,50,3,1,1,4,4,5,7,4,4,10,5,5,2,11,26,3,10,1,1,B03,7,9,1,8,2,8,,26,26,1,5,8,B03,120.659166,24.126024,2
2023,5,8,7,59,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,,1,22,,B03,120.640229,24.148801,3
2023,5,8,7,59,臺中市,大里區,0,3,0,7,1,5,50,4,1,1,4,4,5,7,1,1,1,2,5,1,17,23,2,9,1,1,C03,7,5,1,10,2,14,,23,23,1,22,9,C03,120.691727,24.100645,2
2023,5,8,8,0,臺中市,東區,0,0,0,6,1,5,50,3,1,1,4,4,5,7,4,4,10,5,5,2,13,16,3,10,1,1,B03,7,9,1,8,2,1,,16,16,1,22,8,B03,120.704368,24.138185,3
2023,5,8,8,0,臺中市,北屯區,0,2,0,6,1,5,50,4,1,1,4,4,5,7,2,1,10,5,5,2,11,8,2,9,1,1,C03,7,5,1,10,2,14,,8,8,1,16,2,C03,120.713376,24.167245,2
2023,5,8,8,0,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,67,,,,,,,,,,,,,67,,1,,,,120.691285,24.182778,3
2023,5,8,8,0,臺中市,大里區,0,1,0,6,1,5,50,3,2,1,4,4,5,7,4,4,10,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,5,8,C03,120.699902,24.105404,2
2023,5,8,8,1,臺中市,神岡區,0,2,0,8,1,5,50,15,9,1,4,4,5,7,4,4,5,5,4,1,17,16,2,9,1,1,C03,7,9,1,10,2,15,,16,16,1,22,1,C03,120.692506,24.25414,2
2023,5,8,8,2,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,4,4,5,7,1,1,5,5,5,1,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.715596,24.135995,2
2023,5,8,8,3,臺中市,北區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,2,1,5,5,4,2,16,43,3,10,1,1,C03,7,9,1,10,2,12,,23,43,1,22,8,C03,120.673651,24.159219,2
2023,5,8,8,3,臺中市,太平區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,A11,,,1,,2,,,23,,1,22,,A11,120.73336,24.13462,3
2023,5,8,8,5,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.616316,24.188974,3
2023,5,8,8,5,臺中市,梧棲區,0,1,0,6,1,5,60,4,1,1,4,4,5,7,1,1,10,5,5,2,16,4,3,10,1,1,B03,7,9,1,8,2,2,,4,4,1,3,1,B03,120.518256,24.238737,2
2023,5,8,8,6,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,1,,,16,,1,22,,C03,120.614905,24.139285,3
2023,5,8,8,6,臺中市,北屯區,0,1,0,7,1,5,50,14,7,1,5,4,5,7,4,4,5,4,5,2,13,16,2,8,1,1,C03,7,9,1,10,1,11,,16,16,1,22,8,C03,120.6704,24.178492,2
2023,5,8,8,6,臺中市,大里區,0,1,0,7,1,5,50,3,1,1,4,4,5,7,4,4,5,5,4,2,15,11,3,10,1,1,B03,7,11,1,8,2,2,,11,11,1,22,9,B03,120.679293,24.107044,2
2023,5,8,8,8,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.644318,24.171316,3
2023,5,8,8,9,臺中市,西屯區,0,1,0,7,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,16,6,3,10,1,1,C03,7,6,1,10,2,14,,6,6,1,22,8,C03,120.612681,24.196446,2
2023,5,8,8,10,臺中市,北區,0,1,0,8,1,5,50,4,1,1,4,4,5,7,2,1,10,5,5,2,13,13,2,9,1,1,C03,7,9,1,10,2,11,,13,13,1,22,9,C03,120.677303,24.151254,2
2023,5,8,8,10,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.697553,24.234358,3
2023,5,8,8,13,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,16,,,,,B03,,,,,1,,,16,16,1,5,,B03,120.622646,24.148912,3
2023,5,8,8,15,臺中市,龍井區,0,1,0,8,1,5,50,11,9,1,3,4,5,7,4,4,10,5,5,1,18,23,2,9,1,1,C03,7,6,1,10,2,12,,23,23,1,5,1,C03,120.570318,24.189154,2
2023,5,8,8,15,臺中市,后里區,0,0,0,7,1,5,50,4,2,1,5,4,5,7,1,1,4,3,4,1,13,23,3,10,1,1,B03,7,9,1,8,1,1,,23,23,1,4,8,B03,120.723683,24.294684,3
2023,5,8,8,15,臺中市,大安區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,18,22,2,9,1,1,C03,7,9,1,10,2,14,,22,22,1,22,9,C03,120.593621,24.336716,2
2023,5,8,8,17,臺中市,南屯區,0,2,0,7,1,5,50,14,9,1,4,4,5,7,4,4,5,5,5,2,18,43,2,9,1,1,C03,7,9,1,10,2,12,,43,43,1,5,1,C03,120.605954,24.133436,2
2023,5,8,8,20,臺中市,北區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,12,19,2,9,1,1,C03,7,1,4,10,2,14,,19,19,1,5,5,C03,120.670519,24.16295,2
2023,5,8,8,20,臺中市,豐原區,0,1,0,6,1,5,50,3,1,1,4,4,5,7,4,4,10,5,5,2,18,42,2,9,1,1,C03,7,9,1,10,2,14,,42,42,1,22,8,C03,120.7183,24.253341,2
2023,5,8,8,21,臺中市,南屯區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,1,1,5,5,4,2,12,6,2,9,1,1,C03,7,5,1,10,2,14,,6,6,1,5,1,C03,120.612764,24.13896,2
2023,5,8,8,21,臺中市,西屯區,0,3,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,5,1,2,17,6,2,9,1,1,C03,7,6,1,10,2,12,,6,6,1,21,8,C03,120.599333,24.181835,2
2023,5,8,8,25,臺中市,南區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.67006,24.116597,3
2023,5,8,8,25,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,8,1,,,42,42,1,21,,B03,120.690633,24.172795,3
2023,5,8,8,25,臺中市,大里區,0,0,0,8,,,40,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,5,,B03,120.671422,24.101563,3
2023,5,8,8,35,臺中市,北區,0,2,0,8,1,5,40,14,8,1,4,4,5,7,4,4,3,4,4,2,18,42,2,9,1,1,C03,7,9,3,18,2,12,,42,42,1,22,8,C03,120.694331,24.159247,2
2023,5,8,8,48,臺中市,東區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,5,4,5,2,16,7,2,9,1,1,C03,7,7,1,10,2,14,,7,7,1,22,8,C03,120.6837,24.132886,2
2023,5,8,8,50,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,5,,B03,120.686228,24.179908,3
2023,5,8,8,50,臺中市,烏日區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,7,3,10,3,4,B02,7,7,1,8,2,4,,7,7,1,21,8,B02,120.61485,24.117921,3
2023,5,8,8,53,臺中市,大甲區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,26,23,2,9,1,1,B03,7,9,1,8,2,5,,23,23,1,22,9,B03,120.649187,24.365152,2
2023,5,8,8,58,臺中市,潭子區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,4,4,2,17,17,2,7,1,1,C03,7,6,1,10,2,12,,17,17,1,22,8,C03,120.706805,24.20225,2
2023,5,8,8,58,臺中市,潭子區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,12,7,2,9,1,1,C03,7,7,1,10,2,14,,7,7,1,22,8,C03,120.673797,24.207003,2
2023,5,8,9,0,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,,1,22,,B03,120.675048,24.143548,3
2023,5,8,9,4,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,3,,2,,,42,,1,22,,B03,120.62409,24.177861,3
2023,5,8,9,4,臺中市,沙鹿區,0,1,0,7,1,5,50,4,1,1,4,4,5,7,4,4,10,5,5,2,16,23,3,10,1,1,B03,7,5,1,8,2,1,,23,23,1,21,8,B03,120.563837,24.242915,2
2023,5,8,9,5,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,5,,B03,120.685355,24.173109,3
2023,5,8,9,10,臺中市,南區,0,1,0,6,1,5,30,4,1,1,4,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,22,8,C03,120.681892,24.130027,2
2023,5,8,9,12,臺中市,北屯區,0,2,0,7,1,5,50,4,1,1,5,4,4,7,2,1,10,5,5,2,15,25,2,8,1,1,C03,7,9,1,10,2,11,,25,25,1,22,8,C03,120.674976,24.190966,2
2023,5,8,9,16,臺中市,西屯區,0,1,0,7,1,5,50,5,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,1,11,,6,6,1,22,8,C03,120.66064,24.197879,2
2023,5,8,9,17,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,B03,,,1,,1,,,26,,1,22,,B03,120.630831,24.150875,3
2023,5,8,9,19,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B12,,,1,,2,,,42,,1,22,,B12,120.698493,24.24878,3
2023,5,8,9,20,臺中市,南區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,29,23,3,10,1,1,C03,7,15,1,10,10,11,,23,23,1,22,8,C03,120.668624,24.116892,3
2023,5,8,9,23,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,40,,,,,B03,,,1,,1,,,40,,1,22,,B03,120.612998,24.17075,3
2023,5,8,9,23,臺中市,沙鹿區,0,1,0,6,1,5,50,3,2,1,4,4,5,7,4,4,3,3,3,1,18,42,2,9,3,4,C03,7,9,1,10,2,12,,42,42,1,22,8,C03,120.614486,24.239741,2
2023,5,8,9,26,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,21,8,C03,120.643505,24.168221,2
2023,5,8,9,27,臺中市,豐原區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,B12,,,1,,1,,,12,,1,22,,B12,120.738966,24.255088,3
2023,5,8,9,28,臺中市,龍井區,0,0,0,8,,,40,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,,1,22,,B03,120.576994,24.177103,3
2023,5,8,9,31,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,22,,B03,120.622608,24.145261,3
2023,5,8,9,35,臺中市,南區,0,0,0,,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,,1,5,,B03,120.657269,24.116791,3
2023,5,8,9,35,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,23,3,10,1,1,C03,7,5,1,10,2,12,,23,23,1,22,9,C03,120.622886,24.345879,2
2023,5,8,9,37,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.705197,24.131314,3
2023,5,8,9,38,臺中市,西區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,2,9,3,4,C03,7,9,1,10,2,11,,23,23,1,22,5,C03,120.662609,24.155678,2
2023,5,8,9,38,臺中市,太平區,0,1,0,8,1,5,50,5,2,1,5,4,5,7,2,1,5,2,5,2,29,42,2,9,1,1,C03,7,9,1,10,2,12,,42,42,1,22,8,C03,120.703217,24.14816,2
2023,5,8,9,40,臺中市,烏日區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,1,4,4,1,17,9,2,9,1,1,C03,7,6,1,10,2,15,,9,9,1,22,8,C03,120.599117,24.110929,2
2023,5,8,9,42,臺中市,西屯區,0,0,0,8,,,70,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,22,,B03,120.616576,24.182555,3
2023,5,8,9,49,臺中市,烏日區,0,1,0,8,1,5,40,10,16,1,5,4,5,7,1,1,1,5,1,1,13,31,2,9,3,4,A41,1,14,1,1,2,8,,31,31,1,10,4,A41,120.613137,24.102843,2
2023,5,8,9,50,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B12,,,1,,1,,,12,,1,22,,B12,120.686023,24.16376,3
2023,5,8,9,50,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B12,,,1,,1,,,23,,1,5,,B12,120.623427,24.151394,3
2023,5,8,9,50,臺中市,梧棲區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,1,4,3,1,16,8,3,10,1,1,B03,7,5,1,8,5,4,,8,8,1,1,8,B03,120.551937,24.244112,2
2023,5,8,9,50,臺中市,大甲區,0,0,0,,,,50,,,,,,,,,,,,,,,43,,,,,,,,,,,,,43,43,1,,,,120.622993,24.347501,3
2023,5,8,9,54,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B12,,,1,,2,,,19,,1,4,,B12,120.695236,24.094106,3
2023,5,8,9,55,臺中市,大里區,0,1,0,7,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,17,16,2,9,1,1,C03,7,9,3,18,2,11,,16,16,1,22,5,C03,120.687105,24.115325,2
2023,5,8,9,56,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,,1,22,,B03,120.678841,24.204129,3
2023,5,8,10,0,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,,,,,B03,,,1,,2,,,18,,1,22,,B03,120.653615,24.155597,3
2023,5,8,10,1,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,5,,B12,120.670096,24.11847,3
2023,5,8,10,2,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,A12,,,1,,2,2,,23,23,1,22,,A12,120.721212,24.142353,3
2023,5,8,10,3,臺中市,大甲區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,4,2,12,17,2,9,1,1,C03,7,7,1,10,2,14,,17,17,1,22,9,C03,120.626289,24.344191,2
2023,5,8,10,7,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,1,1,5,4,5,2,12,26,3,10,1,1,B03,7,6,1,8,2,2,,26,26,1,5,1,B03,120.623189,24.140547,2
2023,5,8,10,8,臺中市,沙鹿區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,22,9,B03,120.575215,24.226738,2
2023,5,8,10,28,臺中市,霧峰區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,14,,8,8,1,22,8,C03,120.695205,24.05961,2
2023,5,8,10,30,臺中市,東勢區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,26,23,,,,,A11,,,1,,1,,,23,,1,22,,A11,120.829644,24.253192,3
2023,5,8,10,37,臺中市,中區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,5,2,17,40,3,10,3,1,B03,7,13,1,8,2,4,,40,40,1,4,7,B03,120.680572,24.141737,2
2023,5,8,10,37,臺中市,霧峰區,0,3,0,8,1,5,30,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,2,2,3,4,B12,7,9,1,8,2,1,,6,6,1,12,8,B12,120.673493,24.033945,2
2023,5,8,10,42,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,17,26,2,1,1,1,C03,7,15,1,10,2,13,,26,26,1,22,8,C03,120.721811,24.181854,2
2023,5,8,10,43,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.638486,24.1478,3
2023,5,8,10,43,臺中市,烏日區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,1,16,25,2,9,1,1,C03,7,9,1,10,2,11,,25,25,1,22,8,C03,120.646375,24.110952,2
2023,5,8,10,44,臺中市,豐原區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,8,3,10,1,1,B12,7,5,1,8,2,2,,8,6,1,22,8,B12,120.716558,24.253028,2
2023,5,8,10,46,臺中市,南屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B12,,,1,,1,,,23,,1,5,,B12,120.633112,24.151721,3
2023,5,8,10,50,臺中市,大雅區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,A12,,,1,,2,,,23,,1,21,,A12,120.650527,24.219265,3
2023,5,8,10,50,臺中市,神岡區,0,0,0,8,,,20,,,,,,,,,,,,,,,17,,,,,B12,,,1,,1,,,17,,1,10,,B12,120.692317,24.247238,3
2023,5,8,10,51,臺中市,東區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,5,5,4,2,9,43,3,10,1,1,A04,7,9,1,1,9,15,,43,43,1,10,8,A04,120.707674,24.148897,2
2023,5,8,10,55,臺中市,大雅區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,1,16,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.64646,24.226705,2
2023,5,8,10,58,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,26,2,9,3,4,C03,7,11,1,10,2,14,,26,26,1,20,8,C03,120.688409,24.182022,2
2023,5,8,11,1,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,42,,,,,C03,,,1,,1,,,42,,1,5,,C03,120.668933,24.178124,3
2023,5,8,11,2,臺中市,清水區,0,0,0,,,,40,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,21,,B03,120.595773,24.301108,3
2023,5,8,11,3,臺中市,西屯區,0,2,0,8,1,5,30,3,1,1,5,4,5,7,4,4,5,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,14,,8,8,1,22,8,C03,120.641477,24.176803,2
2023,5,8,11,7,臺中市,潭子區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,19,2,9,1,1,F03,7,1,8,20,2,16,,19,19,1,22,8,F03,120.701451,24.208496,2
2023,5,8,11,10,臺中市,西屯區,0,1,0,7,1,5,50,3,1,1,4,4,5,7,2,1,5,4,4,2,12,9,3,10,3,4,B12,7,6,1,7,2,6,,9,9,1,22,8,B12,120.612609,24.171648,2
2023,5,8,11,11,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B12,,,1,,2,,,12,,1,22,,B12,120.696981,24.062477,3
2023,5,8,11,15,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,,,,,B12,,,1,,1,,,12,,1,5,,B12,120.691218,24.170681,3
2023,5,8,11,18,臺中市,北區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,29,23,3,10,1,1,B03,7,9,1,8,2,9,,23,23,1,5,5,B03,120.677645,24.152892,3
2023,5,8,11,20,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,42,,,,,A12,,,1,,2,,,42,42,1,10,,A12,120.725327,24.175235,3
2023,5,8,11,29,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,22,,B03,120.638145,24.141882,3
2023,5,8,11,30,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,19,,,,,C03,,,1,,2,,,44,19,1,22,,C03,120.677372,24.15385,3
2023,5,8,11,35,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,10,3,10,1,1,B03,7,11,1,8,2,4,,10,10,1,5,8,B03,120.689745,24.132829,2
2023,5,8,11,36,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,42,,,,,A11,,,1,,2,,,42,,1,22,,A11,120.629316,24.163574,3
2023,5,8,11,37,臺中市,龍井區,0,0,0,8,,,70,,,,,,,,,,,,,,,16,,,,,B12,,,1,,2,,,16,16,1,22,,B12,120.586971,24.18563,3
2023,5,8,11,40,臺中市,北區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,16,6,2,8,1,1,C03,7,5,1,10,2,11,,6,6,1,22,8,C03,120.678583,24.160392,2
2023,5,8,11,41,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,3,9,1,1,B03,7,9,1,8,1,5,,23,23,1,22,8,B03,120.674936,24.19095,3
2023,5,8,11,44,臺中市,龍井區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,12,,B12,120.505873,24.210555,3
2023,5,8,11,45,臺中市,南屯區,0,2,0,7,1,5,50,3,1,1,2,4,5,7,2,1,10,5,5,2,18,44,2,9,1,4,C03,7,5,1,10,2,14,,44,44,1,22,9,C03,120.610334,24.136308,2
2023,5,8,11,47,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,,,,,B03,,,1,,2,,,18,,1,22,,B03,120.654208,24.112901,3
2023,5,8,11,47,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.631745,24.14809,3
2023,5,8,11,50,臺中市,北區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,17,6,2,8,1,1,C03,7,15,1,10,2,12,,6,6,1,22,9,C03,120.686252,24.15482,2
2023,5,8,11,52,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,20,,B03,120.661587,24.155869,3
2023,5,8,11,52,臺中市,南屯區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,10,1,10,2,12,,6,6,1,5,8,C03,120.619759,24.130763,2
2023,5,8,11,54,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.654473,24.167319,3
2023,5,8,11,55,臺中市,北區,0,1,0,8,1,5,50,3,9,1,5,4,5,7,4,4,5,5,5,2,14,12,3,10,1,1,B03,7,2,1,8,2,7,,12,12,1,5,5,B03,120.675469,24.161673,2
2023,5,8,11,59,臺中市,大里區,0,2,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,11,23,2,7,3,4,C03,7,9,1,10,2,11,,23,23,1,12,1,C03,120.708938,24.086141,2
2023,5,8,12,0,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,21,,B03,120.717538,24.152543,3
2023,5,8,12,2,臺中市,神岡區,0,0,0,8,,,30,,,,,,,,,,,,,,,19,,,,,G03,,,1,,2,,,19,19,1,22,,G03,120.67067,24.245186,3
2023,5,8,12,5,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,,,,,B03,,,1,,1,,,18,,1,21,,B03,120.662231,24.167053,3
2023,5,8,12,10,臺中市,東區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,29,67,,,,,,,,,,,,,67,67,1,,,,120.692931,24.131051,3
2023,5,8,12,14,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.670516,24.18016,3
2023,5,8,12,15,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,10,2,,,23,23,1,21,,C03,120.69319,24.163297,3
